DOI,Title,Predicted_Course
10.1145/3717383.3721236,Seventh Workshop on Emerging Software Engineering Education(WESEE 2025),Software Engineering
10.1145/3641555.3705277,Using LLMs to Detect the Presence of Learning Outcomes in Submitted Work Within Computing Ethics Courses,Computing Ethics
10.1145/3706598.3713644,Playing Dumb to Get Smart: Creating and Evaluating an LLM-based Teachable Agent within University Computer Science Classes,Educational Technology in Computer Science
10.1145/3716640.3716658,From Automation to Cognition: Redefining the Roles of Educators and Generative AI in Computing Education,Computing Education
10.1145/3641554.3701872,Designing LLM-Resistant Programming Assignments: Insights and Strategies for CS Educators,Computer Science Education
10.1145/3641555.3705236,RAFIKI: Leveraging Large Language Models to Increase AP Computer Science A Enrollment among Disadvantaged High School Females,Educational Technology
10.1145/3702163.3702182,A Novel Framework using Large Language Models to Automate Coursework Feedback for Computer Science modules,Educational Technology
10.1145/3641555.3705250,Simulating Requirement Elicitation: Development and Evaluation of a Persona-Based Tool,Databases
10.1145/3716640.3716654,Seeing the Forest and the Trees: Solving Visual Graph and Tree Based Data Structure Problems using Large Multimodal Models,Algorithms and Data Structures
10.1145/3641554.3701946,"Investigating the Capabilities of Generative AI in Solving Data Structures, Algorithms, and Computability Problems",Algorithms and Data Structures
10.1145/3641555.3705125,"An LLM-Based Framework for Simulating, Classifying, and Correcting Students' Programming Knowledge with the SOLO Taxonomy",Introductory Programming
10.1145/3736407,CodeUltraFeedback: An LLM-as-a-Judge Dataset for Aligning Large Language Models to Coding Preferences,Machine Learning
10.1145/3641555.3705282,Finding Misleading Identifiers in Novice Code Using LLMs,Introductory Programming
10.1145/3641555.3705215,LLM-KCI: Leveraging Large Language Models to Identify Programming Knowledge Components,Computer Science Education
10.1145/3706468.3706529,Generating Effective Distractors for Introductory Programming Challenges: LLMs vs Humans,Introductory Programming
10.1145/3716640.3716651,Oversight in Action: Experiences with Instructor-Moderated LLM Responses in an Online Discussion Forum,Software Engineering
10.1145/3641554.3701858,Can GPT Help? Supporting Teachers to Brainstorm Customized Instructional Scratch Projects,Educational Technology
10.1145/3641554.3701859,"Unlocking Potential with Generative AI Instruction: Investigating Mid-level Software Development Student Perceptions, Behavior, and Adoption",Software Engineering
10.1145/3709026.3709030,On Automated Essay Grading using Large Language Models,Natural Language Processing
10.1145/3716640.3716652,On the Opportunities of Large Language Models for Programming Process Data,Introductory Programming
10.1145/3641555.3705132,Assessing the Influence of ChatGPT on Student Outcomes in a Models of Computing Course,Theory of Computation
10.1145/3723010.3723021,Evaluation of a Node-based Automatic Short Answer Tool “NodeGrade”,Software Engineering
10.1145/3641555.3705064,Evolution of Students' Attitudes Towards the Use of Generative AI Tools in a CS1 Course: Implications for Instructors,Introductory Programming
10.1145/3702212.3702214,Learning without Limits: Analysing the Usage of Generative AI in a Summative Assessment,Software Engineering
10.1145/3723010.3723012,Generative AI in Student Software Development Projects: A User Study on Experiences and Self-Assessment,Software Engineering
10.1145/3641555.3705178,"Experiences Teaching A Course On Algorithms, Ethics, and Society",Ethics in Computing
10.1145/3708394.3708437,English Composition Image Automatic Scoring Based on Multi-modal Large Language Models,Natural Language Processing
10.1145/3641554.3701800,Students' Use of GitHub Copilot for Working with Large Code Bases,Software Engineering
10.1145/3641554.3701785,Understanding the Impact of Using Generative AI Tools in a Database Course,Databases
10.1145/3641554.3701940,LLM-Driven Feedback for Enhancing Conceptual Design Learning in Database Systems Courses,Databases
10.1145/3641554.3701957,ASCI: AI-Smart Classroom Initiative,Educational Technology in Computer Science
10.1145/3641555.3705235,Quack! Configuring Large Language Models to Serve as Rubber Duck Coding Assistants,Introductory Programming
10.1145/3641555.3705074,Empowering Future Software Engineers: Integrating AI Tools into Advanced CS Curriculum,Software Engineering
10.1145/3641554.3701867,Bridging Novice Programmers and LLMs with Interactivity,Introductory Programming
10.1145/3641554.3701953,Enhancing University Curricula with Integrated AI Ethics Education: A Comprehensive Approach,AI Ethics
10.1145/3716640.3716657,Analyzing LLM Usage in an Advanced Computing Class in India,Distributed Systems
10.1145/3641555.3705183,Exploring LLMs Impact on Student-Created User Stories and Acceptance Testing in Software Development,Software Engineering
10.1145/3706890.3707043,React Agent-Based Question Answering Method for Biology in National College Entrance Examination,Natural Language Processing
10.1145/3715669.3725868,Design of An Eye-Tracking Study Towards Assessing the Impact of Generative AI Use on Code Summarization,Human-Computer Interaction
10.1145/3706468.3706530,Does Multiple Choice Have a Future in the Age of Generative AI? A Posttest-only RCT,Educational Technology
10.1145/3689187.3709614,"Beyond the Hype: A Comprehensive Review of Current Trends in Generative AI Research, Teaching Practices, and Tools",Computing Education
10.1145/3689187.3709607,AI Integration in the IT Professional Workplace: A Scoping Review and Interview Study with Implications for Education and Professional Competencies,Artificial Intelligence in IT Education
10.1145/3641555.3705266,The Evolving Usage of GenAI by Computing Students,Computing Education
10.1145/3641554.3701913,Design and Evaluation of an AI-Assisted Grading Tool for Introductory Programming Assignments: An Experience Report,Introductory Programming
10.1145/3641554.3701864,61A Bot Report: AI Assistants in CS1 Save Students Homework Time and Reduce Demands on Staff. (Now What?),Introductory Programming
10.1145/3672608.3707736,Assessing the Real-World Impact of Disagreement Between Human Graders and LLMs,Educational Technology
10.1145/3737885,Howzat? Appealing to Expert Judgement for Evaluating Human and AI Next-Step Hints for Novice Programmers,Introductory Programming
10.1145/3641554.3701883,Midterm Exam Outliers Efficiently Highlight Potential Cheaters on Programming Assignments,Introductory Programming
10.1145/3641555.3705195,How Good are Large Language Models at Generating Subgoal Labels?,Introductory Programming
10.1145/3706599.3720291,Utilizing ChatGPT in a Data Structures and Algorithms Course: A Teaching Assistant's Perspective,Algorithms and Data Structures
10.1145/3641554.3701965,Analyzing Pedagogical Quality and Efficiency of LLM Responses with TA Feedback to Live Student Questions,Educational Technology
10.1145/3704739,A Metric-Based Detection System for Large Language Model Texts,Natural Language Processing
10.1145/3641555.3704769,Modernizing the CS Introductory Sequence with Parallel and Distributed Computing (and some AI),Introductory Programming
10.1145/3641555.3705061,Assessment in CS50 with AI: Leveraging Generative Artificial Intelligence for Personalized Student Evaluation,Introductory Programming
10.1145/3641555.3705189,Generating AI Literacy MCQs: A Multi-Agent LLM Approach,AI Literacy
10.1145/3641555.3705252,Sociotechnical AI Education Course Design for CS Majors and Non-Majors,Artificial Intelligence Education
10.1145/3641554.3701791,Evaluating Language Models for Generating and Judging Programming Feedback,Introductory Programming
10.1145/3641554.3701853,Fostering Creativity: Student-Generative AI Teaming in an Open-Ended CS0 Assignment,Introductory Computing
10.1145/3705734,Unraveling the Impact of ChatGPT as a Knowledge Anchor in Business Education,Human-Computer Interaction
10.1145/3641555.3705076,Early Adoption of Custom Generative AI Bots in Online Forums for CS Courses,Educational Technology in Computer Science
10.1145/3641554.3701827,"Compiler-Integrated, Conversational AI for Debugging CS1 Programs",Introductory Programming
10.1145/3709025.3712220,If You Give an LLM a Legal Practice Guide,Natural Language Processing
10.1145/3677389.3702596,JCDL 2024 Workshop: Generative AI for Resource Discovery in Libraries,Human-Computer Interaction
10.1145/3702386.3702388,Comparative Analysis of GPT-4o and GPT-4.0 in Business Ethics Role-Play Simulations,Educational Technology
10.1145/3641555.3705051,TA Buddy: AI-Assisted Grading Tool for Introductory Programming Assignments,Introductory Programming
10.1145/3706598.3713728,Artificial Intimacy: Exploring Normativity and Personalization Through Fine-tuning LLM Chatbots,Human-Computer Interaction
10.1145/3641554.3701906,On Teaching Novices Computational Thinking by Utilizing Large Language Models Within Assessments,Introductory Programming
10.1145/3706468.3706481,Automatic Short Answer Grading in the LLM Era: Does GPT-4 with Prompt Engineering beat Traditional Models?,Natural Language Processing
10.1145/3722229,Nurturing Code Quality: Leveraging Static Analysis and Large Language Models for Software Quality in Education,Software Engineering
10.1145/3641555.3705066,Leveraging or Limiting: Strategies and Implications of ChatGPT Use by Undergraduate TAs in Large CS2 Courses,Teaching Assistant Training in Computer Science
10.1145/3715112,With Great Power Comes Great Responsibility: The Role of Software Engineers,Software Engineering
10.1145/3641555.3705208,Investigating Autograder Usage in the Post- Pandemic and LLM Era,Introductory Programming
10.1145/3680256.3721324,Retrieval Augmented Generation Fine-Tuned LLM Model for Code Recommendations to Mitigate Lock Contention,Software Engineering
10.1145/3641554.3701972,Feasibility Study of Augmenting Teaching Assistants with AI for CS1 Programming Feedback,Introductory Programming
10.1145/3641554.3701945,Improving AI in CS50: Leveraging Human Feedback for Better Learning,Educational Technology
10.1145/3641555.3705237,Raising the Bar: Automating Consistent and Equitable Student Support with LLMs,Educational Technology
10.1145/3706599.3719287,Boosting Diary Study Outcomes with a Fine-Tuned Large Language Model,Human-Computer Interaction
10.1145/3641555.3705171,Empowering CS1 Educators: Enhancing Automated Feedback Instruction with Cognitive Load Theory,Introductory Programming
10.1145/3706599.3720203,SPHERE: Supporting Personalized Feedback at Scale in Programming Classrooms with Structured Review of Generative AI Outputs,Introductory Programming
10.1145/3641555.3704765,Teaching with AI (GPT),Educational Technology
10.1145/3706468.3706500,Test Case-Informed Knowledge Tracing for Open-ended Coding Tasks,Introductory Programming
10.1145/3641554.3701810,Enhancing CS1 Education through Experiential Learning with Robotics Projects,Introductory Programming
10.1145/3641555.3705212,Leveraging LLM for Detecting and Explaining LLM-generated Code in Python Programming Courses,Introductory Programming
10.1145/3706599.3720278,Prompt it Colorful with Rainbow Bot: Enhancing Video-Based Collaborative Learning by using a Multi-Party AI-Driven Chatbot,Human-Computer Interaction
10.1145/3641554.3701974,BugSpotter: Automated Generation of Code Debugging Exercises,Introductory Programming
10.1145/3641555.3705201,Implementing the AI-Lab Framework: Enhancing Introductory Programming Education for CS Majors,Introductory Programming
10.1145/3641554.3701934,Exploring Student Reactions to LLM-Generated Feedback on Explain in Plain English Problems,Introductory Programming
10.1145/3706598.3713731,TutorCraftEase: Enhancing Pedagogical Question Creation with Large Language Models,Educational Technology
10.1145/3641555.3705278,Using Peer Tutoring to Bolster Retention Rates and Student Performance in CS1 Courses,Introductory Programming
10.1145/3706598.3713513,From Passive Watching to Active Learning: Empowering Proactive Participation in Digital Classrooms with AI Video Assistant,Educational Technology
10.1145/3641555.3705040,LLM+RAG Driven Topic Modeling,Educational Technology
10.1145/3641555.3705044,Optimizing Prompt Engineering for Automated Text Summarization of Student Reflections: A Comparative Study Using GPT-4 LLM,Natural Language Processing
10.1145/3641555.3705253,Spotting AI Missteps: Students Take on LLM Errors in CS1,Introductory Programming
10.1145/3641555.3705187,From Code to Concepts: Textbook-Driven Knowledge Tracing with LLMs in CS1,Introductory Programming
10.1145/3705300,Distinguishing LLM-Generated from Human-Written Code by Contrastive Learning,Machine Learning
10.1145/3706468.3706479,Feedback on Feedback: Student’s Perceptions for Feedback from Teachers and Few-Shot LLMs,Educational Technology
10.1145/3706598.3713447,How Do Hackathons Foster Creativity? Towards Automated Evaluation of Creativity at Scale,Human-Computer Interaction
10.1145/3708359.3712156,CLEAR: Towards Contextual LLM-Empowered Privacy Policy Analysis and Risk Generation for Large Language Model Applications,Human-Computer Interaction
10.1145/3712301,Matching GPT-simulated Populations with Real Ones in Psychological Studies—The Case of the EPQR-A Personality Test,Artificial Intelligence
10.1145/3641554.3701910,Evaluating GPT for use in K-12 Block Based CS Instruction Using a Transpiler and Prompt Engineering,Educational Technology
10.1145/3641554.3701932,A Critical Approach to ChatGPT: An Experience in SQL Learning,Databases
10.1145/3641555.3705245,Scaling Academic Decision-Making with NLP: Automating Transfer Credit Evaluations,Natural Language Processing (NLP)
10.1145/3732784,TencentLLMEval: A Hierarchical Evaluation of Real-World Capabilities for Human-Aligned LLMs,Natural Language Processing
10.1145/3716640.3716656,Achievement Goals in CS1-LLM,Introductory Programming
10.1145/3641555.3705025,Edugator: An AI-enabled Tool for Creating and Delivering Interactive Computing Content,Introductory Programming
10.1145/3641554.3701801,SENSAI: Large Language Models as Applied Cybersecurity Tutors,Computer Security
10.1145/3641555.3705141,ChatGPT Comes to Campus: Unveiling Core Themes in AI Policies Across U.S. Universities with Large Language Models,Artificial Intelligence Policy and Ethics
10.1145/3706598.3713773,Classroom Simulacra: Building Contextual Student Generative Agents in Online Education for Learning Behavioral Simulation,Educational Technology
10.1145/3706598.3714261,AutoPBL: An LLM-powered Platform to Guide and Support Individual Learners Through Self Project-based Learning,Educational Technology
10.1145/3706599.3720240,Improving User Engagement and Learning Outcomes in LLM-Based Python Tutor: A Study of PACE,Introductory Programming
10.1145/3641554.3701806,Code Interviews: Design and Evaluation of a More Authentic Assessment for Introductory Programming Assignments,Introductory Programming
10.1145/3641555.3705281,What Gets Them Talking? Identifying Catalysts for Student Engagement Within a Computing Ethics Course,Computing Ethics
10.1145/3641554.3701960,Case Study 2: Mapping between an E-Voting Curriculum and the DHS/NSA CAE Knowledge Units,Cybersecurity Curriculum Development
10.1145/3716640.3716649,Breaking the Programming Language Barrier: Multilingual Prompting to Empower Non-Native English Learners,Introductory Programming
10.1145/3641555.3705227,Personalized Parsons Puzzles as Scaffolding Enhance Practice Engagement Over Just Showing LLM-Powered Solutions,Introductory Programming
10.1145/3676536.3699507,Are LLMs Any Good for High-Level Synthesis?,Computer Architecture
10.1145/3722237.3722354,Generative AI in Education: Developing Personalized Learning Experiences with Hyperspherical Variational Self-Attention Autoencoder,Machine Learning
10.1145/3709025.3712219,A Reasoning-Focused Legal Retrieval Benchmark,Information Retrieval
10.1145/3723010.3723036,Towards a Semantic Representation of Framework Recommendations for Curricular Specifications in Higher Education,Educational Technology
10.1145/3641555.3705180,Exploring ChatGPT as a Qualitative Research Assistant,Human-Computer Interaction
10.1145/3701716.3715199,SortingHat: Redefining Operating Systems Education with a Tailored Digital Teaching Assistant,Operating Systems
10.1145/3708359.3712104,Exploring the Design Space of Cognitive Engagement Techniques with AI-Generated Code for Enhanced Learning,Human-Computer Interaction
10.1145/3641555.3705166,Detecting Programming Plans in Open-ended Code Submissions,Introductory Programming
10.1145/3723010.3723034,The Power of Context: An LLM-based Programming Tutor with Focused and Proactive Feedback,Introductory Programming
10.1145/3641555.3705272,Traversing New Horizons: An Exploration of Educational Policies on Generative AI,Ethics in AI and Technology
10.1145/3706598.3713582,Promoting Cognitive Health in Elder Care with Large Language Model-Powered Socially Assistive Robots,Human-Computer Interaction
10.1145/3708036.3708178,The Role of Generative AI in Higher Education: A Decade of Current Status and Future Prospects,Educational Technology
10.1145/3689050.3704429,Stage Wizard: Enhancing Tangible Storytelling with Multimodal LLMs,Human-Computer Interaction
10.1145/3641554.3701959,How Novices Use Program Visualizations to Understand Code that Manipulates Data Tables,Human-Computer Interaction
10.1145/3722237.3722310,Research on Steganography Course with Large Language Model ChatGPT Assisted Learning,Steganography
10.1145/3705754.3705758,Empowering Multimodal Large Language Models for Solving Cognitive Puzzles,Artificial Intelligence
10.1145/3706599.3720081,Aptly: Making Mobile Apps from Natural Language,Human-Computer Interaction
10.1145/3706468.3706533,Configuring and Monitoring Students' Interactions with Generative AI Tools: Supporting Teacher Autonomy,Educational Technology
10.1145/3706598.3713460,PAIGE: Examining Learning Outcomes and Experiences with Personalized AI-Generated Educational Podcasts,Educational Technology
10.1145/3641554.3701942,Detecting AI-Generated Pseudocode in High School Online Programming Courses Using an Explainable Approach,Educational Technology in Computer Science
10.1145/3696410.3714768,SymAgent: A Neural-Symbolic Self-Learning Agent Framework for Complex Reasoning over Knowledge Graphs,Artificial Intelligence
10.1145/3696410.3714858,"A LLM-based Controllable, Scalable, Human-Involved User Simulator Framework for Conversational Recommender Systems",Human-Computer Interaction
10.1145/3708557.3716146,Evaluation Workflows for Large Language Models (LLMs) that Integrate Domain Expertise for Complex Knowledge Tasks,Natural Language Processing
10.1145/3706598.3713275,Characterizing LLM-Empowered Personalized Story Reading and Interaction for Children: Insights From Multi-Stakeholder Perspectives,Human-Computer Interaction
10.1145/3706598.3713971,Co-designing Large Language Model Tools for Project-Based Learning with K12 Educators,Educational Technology
10.1145/3701716.3717527,One Size doesn't Fit All: A Personalized Conversational Tutoring Agent for Mathematics Instruction,Educational Technology
10.1145/3731445,A Systematic Survey of Text Summarization: From Statistical Methods to Large Language Models,Natural Language Processing
10.1145/3641555.3705144,"Coding Pathfinder: A Platform for Creative, Self-Guided Mastery in Programming",Introductory Programming
10.1145/3706598.3714054,TeachTune: Reviewing Pedagogical Agents Against Diverse Student Profiles with Simulated Students,Human-Computer Interaction
10.1145/3727877,Challenges and Experiences in Data Integration to Support Research on Nonprofit Organizations,Databases
10.1145/3729605.3729648,NexaNota: An AI-Powered Smart Linked Lecture Note-Taking System Leveraging Large Language Models,Human-Computer Interaction
10.1145/3641555.3704754,Integrating Data Science for Social Justice: A Tutorial on Developing Non-Traditional Pathways for Non-CS Majors,Data Science for Social Justice
10.1145/3706598.3713714,"""Here the GPT made a choice, and every choice can be biased"": How Students Critically Engage with LLMs through End-User Auditing Activity",Human-Computer Interaction
10.1145/3708036.3708256,Visual analytics of the current status and trends in artificial intelligence education based on big data,Artificial Intelligence in Education
10.1145/3641555.3705175,Evaluating GenAI's Effectiveness for Students with Varied Programming Backgrounds in a Software Development Course,Software Engineering
10.1145/3729219,Privacy Preserving Prompt Engineering: A Survey,Natural Language Processing
10.1145/3722237.3722268,Agent4EDU: Advancing AI for Education with Agentic Workflows,Educational Technology
10.1145/3706598.3714146,Exploring Multimodal Generative AI for Education through Co-design Workshops with Students,Human-Computer Interaction
10.1145/3722237.3722245,ChatGPT Empowers Higher Education: —Research Topics Hotspots and Quantitative Visual Analysis,Educational Technology
10.1145/3723178.3723268,Generative AI for Programming Education: Can ChatGPT Facilitate the Acquisition of Fundamental Programming Skills for Novices?,Introductory Programming
10.1145/3704137.3704182,Metrics of Success: Evaluating User Satisfaction in AI Chatbots,Human-Computer Interaction
10.1145/3716895.3716958,Civil Aviation Legal Retrieval and Analysis Based on RAG,Natural Language Processing
10.1145/3711000,'I'm Categorizing LLM as a Productivity Tool': Examining Ethics of LLM Use in HCI Research Practices,Human-Computer Interaction
10.1145/3641555.3704762,Creating in-IDE Programming Courses,Introductory Programming
10.1145/3641554.3701823,Analysis of Generative AI Policies in Computing Course Syllabi,Educational Technology in Computing
10.1145/3706468.3706487,A Novel Approach to Scalable and Automatic Topic-Controlled Question Generation in Education,Natural Language Processing
10.1145/3641555.3705037,Infinite Story,Introductory Programming
10.1145/3706598.3713832,PLAID: Supporting Computing Instructors to Identify Domain-Specific Programming Plans at Scale,Introductory Programming
10.1145/3696673.3723069,Integrating Prompt Structures Using LLM Embeddings for Cybersecurity Threats,Computer Security
10.1145/3641555.3705031,"Exploring Undergraduate AI Perceptions: Knowledge, Enthusiasm, and Concerns",Artificial Intelligence Ethics and Education
10.1145/3672608.3707798,Supporting Software Engineers in IT Security and Privacy through Automated Knowledge Discovery,Software Engineering
10.1145/3701716.3717810,EdgePrompt: Engineering Guardrail Techniques for Offline LLMs in K-12 Educational Settings,Human-Computer Interaction
10.1145/3702386.3702391,Investigating AI-Integrated Ecological Civilization Education: Opportunities and Challenges in a Qualitative Study,Educational Technology
10.1145/3708557.3716159,Adaptive XAI: Advancing Intelligent Interfaces for Tailored AI Explanations (2nd Edition),Human-Computer Interaction
10.1145/3706598.3713589,TutorUp: What If Your Students Were Simulated? Training Tutors to Address Engagement Challenges in Online Learning,Educational Technology
10.1145/3704289.3704302,Exploration of Engineering and Design Fusion in 3E of Digital Media Technology Major Empowered by AIGC,Digital Media Technology
10.1145/3713081.3731745,On Benchmarking Code LLMs for Android Malware Analysis,Computer Security
10.1145/3711012,Improving Emotional Support Delivery in Text-Based Community Safety Reporting Using Large Language Models,Human-Computer Interaction
10.1145/3711857,Efficient and Effective Role Player: A Compact Knowledge-grounded Persona-based Dialogue Model Enhanced by LLM Distillation,Natural Language Processing
10.1145/3706599.3720099,Privacy Meets Explainability: Managing Confidential Data and Transparency Policies in LLM-Empowered Science,Computer Security
10.1145/3641555.3705263,The AI-Enhanced Software Engineer: A Snapshot of the Profession,Software Engineering
10.1145/3704289.3704293,Interdisciplinary Perspectives on Generative Artificial Intelligence Adoption in Higher Education: A Theoretical Framework Review,Human-Computer Interaction
10.1145/3704289.3704301,"A Systematic Literature Review of the Opportunities and Advantages for AIGC (OpenAI ChatGPT, Copilot, Codex) in Programming Course",Introductory Programming
10.1145/3641555.3705242,Scaffolding Collaborative Software Design with Serious Games,Software Engineering
10.1145/3696410.3714889,WebCode2M: A Real-World Dataset for Code Generation from Webpage Designs,Web Development
10.1145/3641555.3705038,Leveraging Generative AI for Personalized Learning Experiences,Educational Technology
10.1145/3717512.3717515,Understanding Misunderstandings: Evaluating LLMs on Networking Questions,Computer Networks
10.1145/3706599.3706732,Resisting AI Solutionism: Where Do We Go From Here?,Human-Computer Interaction
10.1145/3701716.3715599,FMDLlama: Financial Misinformation Detection Based on Large Language Models,Natural Language Processing
10.1145/3641555.3705241,SAFARI-P: Swahili-Focused Adaptive Framework for Accelerated Reinforcement in Intelligent Python Education,Introductory Programming
10.1145/3732285,Policy-Space Diffusion for Physics-Based Character Animation,Computer Graphics
10.1145/3706598.3713724,What Social Media Use Do People Regret? An Analysis of 34K Smartphone Screenshots with Multimodal LLM,Human-Computer Interaction
10.1145/3706598.3714121,"""I'd Never Actually Realized How Big An Impact It Had Until Now"": Perspectives of University Students with Disabilities on Generative Artificial Intelligence",Human-Computer Interaction
10.1145/3706598.3713109,Exploring LLM-Powered Role and Action-Switching Pedagogical Agents for History Education in Virtual Reality,Human-Computer Interaction
10.1145/3706598.3714111,LitLinker: Supporting the Ideation of Interdisciplinary Contexts with Large Language Models for Teaching Literature in Elementary Schools,Educational Technology
10.1145/3708359.3712125,Mental Models of Generative AI Chatbot Ecosystems,Human-Computer Interaction
10.1145/3701716.3715467,Evaluating Llama 3 for Text Simplification: A Study on Wikipedia Lead Sections,Natural Language Processing
10.1145/3676536.3676766,ConSmax: Hardware-Friendly Alternative Softmax with Learnable Parameters,Computer Architecture
10.1145/3706599.3719708,GPTFootprint: Increasing Consumer Awareness of the Environmental Impacts of LLMs,Human-Computer Interaction
10.1145/3724393,JailGuard: A Universal Detection Framework for Prompt-based Attacks on LLM Systems,Computer Security
10.1145/3706468.3706501,Exploring Knowledge Tracing in Tutor-Student Dialogues using LLMs,Educational Technology
10.1145/3706598.3713456,Exploring the Impact of Avatar Representations in AI Chatbot Tutors on Learning Experiences,Human-Computer Interaction
10.1145/3710947,Collecting Qualitative Data at Scale with Large Language Models: A Case Study,Human-Computer Interaction
10.1145/3698204.3716446,Search+Chat: Integrating Search and GenAI to Support Users with Learning-oriented Search Tasks,Human-Computer Interaction
10.1145/3702212.3702217,Themes in the Declared Use of Generative Artificial Intelligence in Assessment,Educational Technology
10.1145/3723420.3723428,Application analysis of generative artificial intelligence in basic education,Educational Technology
10.1145/3706599.3720266,PolicyPulse: LLM-Synthesis Tool for Policy Researchers,Human-Computer Interaction
10.1145/3713081.3731731,Kitten: A Simple Yet Effective Baseline for Evaluating LLM-Based Compiler Testing Techniques,Compilers
10.1145/3736408,Exploring Fine-Grained Bug Report Categorization with Large Language Models and Prompt Engineering: An Empirical Study,Software Engineering
10.1145/3711403.3711410,Behavioral Analysis of Classroom Interactions Supported by Generative Artificial Intelligence,Educational Technology
10.1145/3735635,Do Current Language Models Support Code Intelligence for R Programming Language?,Software Engineering
10.1145/3711403.3711428,Digital Human Techniques for Education Reform,Human-Computer Interaction
10.1145/3708036.3708151,Analysis and Research on Generative Artificial Intelligence in the Field of International Library and Information Science,Artificial Intelligence Applications in Information Science
10.1145/3708557.3716358,Interactive Visualization of LSST Quantum Graph,Data Visualization
10.1145/3706598.3714322,"Initiating the Global AI Dialogues: Laypeople Perspectives on the Future Role of genAI in Society from Nigeria, Germany and Japan",Ethics in Technology
10.1145/3706599.3719787,Museum in the Classroom: Engaging Students with Augmented Reality Museum Artifacts and Generative AI,Human-Computer Interaction
10.1145/3736720,Indic-ST: A Large-Scale Multilingual Corpus for Low-Resource Speech-to-Text Translation,Natural Language Processing
10.1145/3708359.3712149,Simulating Cooperative Prosocial Behavior with Multi-Agent LLMs: Evidence and Mechanisms for AI Agents to Inform Policy Decisions,Multi-Agent Systems
10.1145/3706599.3719841,Generative AI Tools in Higher Education: A Meta-Analysis of Cognitive Impact,Educational Technology
10.1145/3700794.3700817,"Near Feasibility, Distant Practicality: Empirical Analysis of Deploying and Using LLMs on Resource-Constrained Smartphones",Mobile Computing
10.1145/3729605.3729620,Deep Learning Based Knowledge Tracing: A Review of the Literature,Educational Data Mining
10.1145/3706598.3713283,OSINT Clinic: Co-designing AI-Augmented Collaborative OSINT Investigations for Vulnerability Assessment,Computer Security
10.1145/3724504.3724537,Generation and Evaluation of International Chinese Teaching Resources by Generative Artificial Intelligence,Artificial Intelligence in Education
10.1145/3711403.3711435,A Review of the Role and Impact of Generative Artificial Intelligence on Education,Educational Technology and AI Integration
10.1145/3706598.3714051,PromptHive: Bringing Subject Matter Experts Back to the Forefront with Collaborative Prompt Engineering for Educational Content Creation,Human-Computer Interaction
10.1145/3706598.3713853,Breaking Barriers or Building Dependency? Exploring Team-LLM Collaboration in AI-infused Classroom Debate,Human-Computer Interaction
10.1145/3722237.3722260,Generative AI Integrated Educational Model for User-Centered Design,Human-Computer Interaction
10.1145/3711026,Making ChatGPT Work for Me,Human-Computer Interaction
10.1145/3706598.3713233,Catalyst for Creativity or a Hollow Trend?: A Cross-Level Perspective on The Role of Generative AI in Design,Human-Computer Interaction
10.1145/3701551.3705708,Disinformation and Misinformation in the Age of Generative AI,Artificial Intelligence Ethics
10.1145/3716554.3716575,Using ChatGPT for developing and simulating a circuit in VHDL,Digital Design and Computer Architecture
10.1145/3706599.3719878,"""Hello, Mr Tree"": Toying with Playful Conversational AI in the Early Years",Human-Computer Interaction
10.1145/3685680,Generative AI Literacy: Twelve Defining Competencies,Artificial Intelligence Literacy
10.1145/3702163.3702409,"User Study on the Trustworthiness, Usability and Explainability of Intent-based and Large Language Model-based Career Planning Conversational Agents",Human-Computer Interaction
10.1145/3735548.3729174,"Beyond Detection: Why faculty should focus on AI literacy, not AI policing",AI Ethics and Literacy
10.1145/3742939.3742941,It Is Time to Care for Ada!,Programming Languages
10.1145/3702163.3702185,Heutagogical Learning and the Use of ChatGPT in the pre-professional practice of university students,Educational Technology
10.1145/3708557.3716158,HAI-GEN 2025: 6th Workshop on Human-AI Co-Creation with Generative Models,Human-Computer Interaction
10.1145/3701551.3703563,Improving FIM Code Completions via Context &amp; Curriculum Based Learning,Software Engineering
10.1145/3702163.3702179,Beyond the Textbook: A Study of ChatGPT Patterns of Use Perceptions and Experiences Among Students in Higher Education,Educational Technology
10.1145/3706598.3713748,DBox: Scaffolding Algorithmic Programming Learning through Learner-LLM Co-Decomposition,Introductory Programming
10.1145/3711403.3711436,Generative Artificial Intelligence Enables Multiple Learning Environments and Implementation Paths,Educational Technology
10.1145/3713081.3732931,Patch the Leak: Strengthening CodeLLMs Against Privacy Extraction Threats,Computer Security
10.1145/3716167,Towards Reliable Evaluation of Neural Program Repair with Natural Robustness Testing,Software Engineering
10.1145/3710953,Customizing Generated Signs and Voices of AI Avatars: Deaf-Centric Mixed-Reality Design for Deaf-Hearing Communication,Human-Computer Interaction
10.1145/3706598.3714233,DreamGarden: A Designer Assistant for Growing Games from a Single Prompt,Human-Computer Interaction
10.1145/3706599.3720120,Generative AI in Virtual Reality Communities: A Preliminary Analysis of the VRChat Discord Community,Human-Computer Interaction
10.1145/3710911,From Data Activism to Activism in a Time of Data-Centrism: Affirming Epistemological Heterogeneity in Social Movements,Social Informatics
10.1145/3672608.3707909,AI-Enhanced Learning: Comparing Outcomes in Introductory and Advanced Programming Courses,Introductory Programming
10.1145/3706599.3720244,Can LLMs be used to Quantify the Emotional Salience of Text Statements using an Elo Rating System?,Natural Language Processing
