DOI,Title,Predicted_Course
10.1109/CSEET62301.2024.10663016,Automation of Test Skeletons Within Test-Driven Development Projects,Software Engineering
10.1109/CAI54212.2023.00155,AI Digital Tool Product Lifecycle Governance Framework through Ethics and Compliance by Design†,Ethics in AI and Technology Governance
10.1109/BIBM62325.2024.10822765,Research on the Emotional Impact of Restorative Environments Based on Facial Emotion Recognition Systems and Sora Model Virtual Reality Technology,Human-Computer Interaction
10.23919/PICMET64035.2024.10653003,Training Practitioners for Real-time Product Development Using Generative Artificial Intelligence,Human-Computer Interaction
10.1109/TKDE.2025.3567204,Towards DS-NER: Unveiling and Addressing Latent Noise in Distant Annotations,Natural Language Processing
10.1109/FIE61694.2024.10893167,Values in Education: Exploration of Artificial Intelligence Ethics Syllabi Using Natural Language Processing Analyses,AI Ethics
10.1109/ACCESS.2025.3577664,Enhancement of Virtual Assistants through MultiModal AI for Emotion Recognition,Human-Computer Interaction
10.1109/PAEE63906.2024.10701449,Eye tracking as a tool for analysing human -AI image interactions,Human-Computer Interaction
10.1109/ICOECA62351.2024.00045,Smart PDF Inquiry Hub: A Comprehensive Solution for Efficient PDF Document Querying and Information Extraction,Natural Language Processing
10.1109/ICEET65156.2024.10913604,Development of a Chatbot to Support an University Institutional Website,Human-Computer Interaction
10.1109/ICEICT57916.2023.10245872,No-Reference Image Quality Assessment Based on Active Reasoning Module,Computer Vision
10.1109/HNICEM60674.2023.10589162,Exploring Student Preference between AI-Powered ChatGPT and Human-Curated Stack Overflow in Resolving Programming Problems and Queries,Human-Computer Interaction
10.1109/EECCIS62037.2024.10840155,Comparison of Q&A Classification Using BiLSTM Based on Closed Domain Knowledge,Natural Language Processing
10.1109/OJIA.2024.3399057,"Explainable AI for Industry 5.0: Vision, Architecture, and Potential Directions",Artificial Intelligence
10.1109/TLA.2022.9878171,Comparison of Reinforcement and Imitation Learning algorithms in autonomous sailboat Digital Twins,Machine Learning
10.1109/ICCP60212.2023.10398656,Case study: using AI-assisted code generation in mobile teams,Software Engineering
10.1109/ACCESS.2024.3368915,Enhancing Bug Report Summaries Through Knowledge-Specific and Contrastive Learning Pre-Training,Software Engineering
10.1002/9781394280735.ch10,Machine Learning and Generative AI Techniques for Sentiment Analysis with Applications,Machine Learning
10.1002/9781394280735.ch3,Generating Synthetic Medical Data Using GAI,Artificial Intelligence in Healthcare
10.1109/TCCN.2024.3510577,Exploring Active Inference for Efficient Resource Allocation in UAV-Enabled Cognitive NOMA Uplink,Computer Networks
10.1109/EDUCON62633.2025.11016327,A Second-Generation Agentic Framework for Generative Ai-Driven Augmented Reality Educational Games,Human-Computer Interaction
10.1109/TMC.2025.3560582,Efficient Multi-user Offloading of Personalized Diffusion Models: A DRL-Convex Hybrid Solution,Distributed Systems
10.1109/ACCESS.2024.3404349,Subjective Scoring Framework for VQA Models in Autonomous Driving,Machine Learning
10.1109/ICISE-IE58127.2022.00011,Research on Image Processing and Generative Teaching in the Context of AIGC,Computer Graphics
10.1109/ACCESS.2024.3449396,"Designing a Haptic Boot for Space With Prompt Engineering: Process, Insights, and Implications",Human-Computer Interaction
10.1109/ESCI63694.2025.10987974,Dynamic StarCraft: Multi-Agent Generative AI for Immersive Experiences,Human-Computer Interaction
10.1109/ICDT61202.2024.10489028,AI-Enabled Semantic Web,Web Development
10.1109/MS.2023.3300574,"Generative Artificial Intelligence Assistants in Software Development Education: A Vision for Integrating Generative Artificial Intelligence Into Educational Practice, Not Instinctively Defending Against It",Software Engineering
10.1109/TTS.2024.3413591,"Generative AI, Ingenuity, and Law",Ethics and Policy in Technology
10.1109/CDICS61497.2023.00022,Evaluating the Acceptance of Enhanced Generative AI Services,Human-Computer Interaction
10.1109/VRW66409.2025.00033,Preface to the First Workshop on GenAI-XR: Generative Artificial Intelligence meets Extended Reality,Human-Computer Interaction
10.1109/MIPRO60963.2024.10569755,Reinventing Mobile-assisted Language Learning using Natural Language Processing,Natural Language Processing
10.1109/CEC55065.2022.9870312,Multi-objective Grammar-guided Genetic Programming with Code Similarity Measurement for Program Synthesis,Machine Learning
10.1109/TCSVT.2025.3545908,ScanDTM: A Novel Dual-Temporal Modulation Scanpath Prediction Model for Omnidirectional Images,Computer Vision
10.1109/CSCI62032.2023.00066,"Problem-Solving Using Logic and Reasoning, Mathematics, Algorithms, Python and Generative AI",Problem Solving and Programming Techniques
10.1109/ICICT64420.2025.11004879,Enhanced Software Defect Prediction using Quantum Hamiltonian Generative Adversarial Network for Improved Software Performance Reliability,Software Engineering
10.1109/MetroXRAINE62247.2024.10796462,Exploring Bias in Text-to-Image Models: From Body Representation of Teenage Students to Perspectives for the Aging Society,Human-Computer Interaction
10.1109/MS.2024.3469488,"Laws, Ethics, and Fairness in Software Engineering",Software Engineering
10.1109/IPDPSW55747.2022.00197,EDAML 2022 Invited Speaker 4: Fault Criticality Assessment in AI Accelerators,Computer Architecture
10.1109/TVCG.2024.3456388,HuBar: A Visual Analytics Tool to Explore Human Behavior Based on fNIRS in AR Guidance Systems,Human-Computer Interaction
10.1109/WACV61041.2025.00178,Crossroads of Continents: Automated Artifact Extraction for Cultural Adaptation with Large Multimodal Models,Machine Learning
10.1109/ICAET63349.2025.10932270,Unleashing the Potential of Ontology in Skill Extraction,Knowledge Representation and Reasoning
10.1109/ICT4DA62874.2024.10777249,Sinhala Java Development Aid with Machine Translation Integration,Introductory Programming
10.1109/TIFS.2024.3518072,Efficient Generation of Targeted and Transferable Adversarial Examples for Vision-Language Models via Diffusion Models,Computer Security
10.1109/EMR.2025.3530942,"Managing AI-First Products: Roles, Skills, Challenges, and Strategies of AI Product Managers",Software Engineering
10.1109/CBMI62980.2024.10859219,A Quest Through Interconnected Datasets: Lessons From Highly-Cited ICASSP Papers,Data Ethics and Accountability
10.1109/ICSC59802.2024.00033,ParsyBot: Chatbot for Baskent University Related FAQs,Natural Language Processing
10.1109/TSE.2024.3406718,Evaluating SZZ Implementations: An Empirical Study on the Linux Kernel,Software Engineering
10.1109/WiSSCoN56857.2023.10133863,Extractive Summarization - A Comparison of Pre-Trained Language Models and Proposing a Hybrid Approach,Natural Language Processing
10.1109/BigDataService58306.2023.00012,Job Tailored Resume Content Generation,Natural Language Processing (NLP)
10.1109/SCIoT62588.2024.10570106,Calibrated SVM for Probabilistic Classification of In-Vehicle Voices into Vehicle Commands via Voice-to-Text LLM Transformation,Machine Learning
10.1109/TrustCom63139.2024.00128,LLM4MDG: Leveraging Large Language Model to Construct Microservices Dependency Graph,Software Engineering
10.1109/TNNLS.2024.3476671,"Diffusion Models, Image Super-Resolution, and Everything: A Survey",Machine Learning
10.1002/9781394279326.ch1,Introduction,Computer Security
10.1002/9781394278695.ch7,Applications of AI in Cancer Detection &#x2014; A Review of the Specific Ways in which AI Is Being Used to Detect and Diagnose Various Types of Cancer,Machine Learning
10.1109/MITP.2024.3516058,"Generative Artificial Intelligence: Current Trends, Issues, and Challenges",Artificial Intelligence
10.1109/ICSC64553.2025.10968966,Generative AI Meets IoT: A Bibliometric Mapping of Research and Development,Internet of Things (IoT)
10.1002/9781119909880.ch7,Technology Intelligence: Geothermal Energy,Data Mining
10.1002/9781394278695.ch5,Deep Learning for Disease Detection &#x2014; A Deep Dive into Deep Learning Techniques Such as Convolutional Neural Networks (CNNs) and Their Use in Disease Detection,Machine Learning
10.1109/TAI.2025.3527921,Consistency-Heterogenity Balanced Fake News Detection via Cross-modal Matching,Machine Learning
10.1109/EDUCON62633.2025.11016553,Creating Sustainable Solutions: An Inclusive Hackathon Leveraging GenAI in a Local Context,Human-Computer Interaction
10.1002/9781394278695.ch2,"Explanation of Machine Learning Algorithms Used in Disease Detection, Such as Decision Trees and Neural Networks",Machine Learning
10.1109/TNNLS.2023.3270027,Toward Explainable Affective Computing: A Review,Human-Computer Interaction
10.1109/TCE.2025.3528966,DOGMH: A Diffusion and Optimization Approach for Generative Molecular Health Informatics in Consumer Electronics,Computational Biology
10.1109/ENC56672.2022.9882932,Analysis of Audio Signals Using Deep Learning Algorithms Applied to COVID Diagnostic Systems,Machine Learning
10.1109/MIPRO60963.2024.10569447,Learning Algorithms Concepts in a Virtual Reality Escape Room,Algorithms and Data Structures
10.1002/9781394277599.ch4,Edge Computing with Operations Research Using IoT Devices in Healthcare,Internet of Things (IoT) and Edge Computing
10.1109/ACCESS.2022.3216007,A Review of Neural Networks for Anomaly Detection,Machine Learning
10.1109/ACCESS.2024.3365528,"Deep Learning Approaches for Image Captioning: Opportunities, Challenges and Future Potential",Machine Learning
10.1109/ICST60714.2024.00024,Assessing Quality Metrics for Neural Reality Gap Input Mitigation in Autonomous Driving Testing,Machine Learning
10.1109/ICAIIHI57871.2023.10489462,Data Augmentation with Generative Adversarial Networks for Deep Learning in Healthcare,Machine Learning
10.1109/ACCESS.2024.3393842,MMGANGuard: A Robust Approach for Detecting Fake Images Generated by GANs Using Multi-Model Techniques,Machine Learning
10.1109/TIFS.2023.3340615,Sizzler: Sequential Fuzzing in Ladder Diagrams for Vulnerability Detection and Discovery in Programmable Logic Controllers,Computer Security
10.1109/JBHI.2025.3578526,Deep-learning-based Partial Volume Correction in 99mTc-TRODAT-1 SPECT for Parkinson's Disease: A Preliminary Study on Clinical Translation,Machine Learning
10.26599/BDMA.2024.9020047,Desensitized Financial Data Generation Based on Generative Adversarial Network and Differential Privacy,Machine Learning
10.1109/CSNT60213.2024.10546023,Deep Learning Applications in Microscopy and Holography for near-field Signal Processing,Machine Learning
10.1002/9781394196470.ch15,Leveraging Deep Learning Techniques for Securing the Internet of Things in the Age of Big Data,Internet of Things (IoT) Security
10.1109/SDS64317.2024.10883930,Analyzing Automatic Code Generation for Learning Models in Generative AI,Software Engineering
10.1109/JIOT.2025.3573756,EESyn-CTP: Edge-End Collaboration for Patient-Friendly CTP Image Synthesis,Internet of Things (IoT) and Edge Computing
10.1109/TLA.2024.10789626,Illustrating Classic Brazilian Books using a Text-To-Image Diffusion Model,Machine Learning
10.1109/TKDE.2022.3225329,BL-GAN: Semi-Supervised Bug Localization via Generative Adversarial Network,Software Engineering
10.1109/ACCESS.2023.3326722,"Multisubject Analysis and Classification of Books and Book Collections, Based on a Subject Term Vocabulary and the Latent Dirichlet Allocation",Machine Learning
10.1109/ICCCNT61001.2024.10725605,Evidences of AI powered Use Cases and Challenges in E-tailing from leading Indian E-tailers,Artificial Intelligence Applications in E-commerce
10.1109/MGRS.2025.3560455,Text2Earth: Unlocking text-driven remote sensing image generation with a global-scale dataset and a foundation model,Machine Learning
10.1109/ICCVW60793.2023.00060,Plant Root Occlusion Inpainting with Generative Adversarial Network,Machine Learning
10.1109/TMM.2025.3565985,FrDiff: Framelet-based Conditional Diffusion Model for Multispectral and Panchromatic Image Fusion,Image Processing
10.1109/ICEDEG58167.2023.10122084,Keynote - AI for the Public Sector and the Case of Legal NLP,Natural Language Processing (NLP)
10.1109/ICCP60212.2023.10398616,Keynote Lecture: Human-centric Natural Language Processing for Social Good and Responsible Computing,Natural Language Processing
10.1109/MC.2023.3313325,Educating Augmented Programmers,Introductory Programming
10.1109/TE.2024.3382848,FIE-TOE Guest Editorial Grand Challenges in Engineering and Computing Education: Beyond the Pandemic,Computing Education
10.1109/MC.2024.3422548,Generative Artificial Intelligence and Problematic Student E-Mails,Natural Language Processing
10.1109/MCAS.2024.3395580,6th IBM IEEE CAS/EDS AI Compute Symposium (AICS’23) [CASS Conference Highlights],Computer Architecture
10.1109/MC.2024.3445068,Navigating the Landscape of AI-Generated Text Detection: Issues and Solutions for Upholding Academic Integrity,Artificial Intelligence Ethics
10.1109/MC.2024.3382453,Practical Classroom Use of Generative Artificial Intelligence—A Case Study,Educational Technology
10.1109/MC.2024.3422589,Adapting to Generative Artificial Intelligence: Approaches in Higher Education Institutions,Educational Technology
10.1109/ICE/ITMC58018.2023.10332336,AI and Data in Engineering and Innovation: Towards a Sustainable Future?,Data Science and Engineering
10.1109/JPROC.2024.3364137,Choose Your Weapon: Survival Strategies for Depressed AI Academics [Point of View],Artificial Intelligence Ethics and Challenges
10.1109/MIS.2023.3252919,"AI’s 10 to Watch, 2022",Artificial Intelligence
