doi,title,relevance,category,explanation
10.1109/EDUCON62633.2025.11016293,Strategies to Map Education 5.0 and Industry 5.0 in the Context of a Modernized Undergraduate Program in Chemical Engineering,RELEVANT,upper-computing,Chemical Engineering & Applied Chemistry program
10.1109/FIE58773.2023.10343296,The potential role of AI-based Chatbots in Engineering Education. Experiences from a teaching perspective,RELEVANT,upper-computing,engineering education
10.1109/TLT.2025.3564177,Is ChatGPT a Competent Teacher? Systematic Evaluation of Large Language Models on the Competency Model,NOT_RELEVANT,,[N/A]
10.1109/EDUCON62633.2025.11016495,How to Automate Feedback on Diagrammatic Reasoning with a Relevant Degree of Freedom?,RELEVANT,lower-computing,introductory programming
10.1109/AAIAC60008.2023.10465292,Final Results: Prof Pi and GPT-4 Tutoring Mathematics in Arabic through Whatsapp,NOT_RELEVANT,,[N/A]
10.1109/ACDSA59508.2024.10467740,Dynamic Reconfiguring of GPT-4 Based Tutors to Become GPT-4 Based Teachers in Underserved Areas in Africa and the Environs,NOT_RELEVANT,,[N/A]
10.1109/ICEIB61477.2024.10602701,Comparative Studies: Leveraging Large Language Model In Theoritical and Practical Assessment Sample Question-Answer Bank on Programming Related Subjects,RELEVANT,upper-computing,programming related subjects
10.1109/BigData62323.2024.10825505,On Text Granularity and Metric Frameworks for Large Language Model Content Detection,NOT_RELEVANT,,[N/A]
10.1109/FIE61694.2024.10893501,WIP: Engineering Class Students' Epistemic Cognition when Interacting with Generative AI,RELEVANT,upper-computing,Social Media Analytics
10.1109/EDUCON60312.2024.10578596,Beyond the Hype: Perceptions and Realities of Using Large Language Models in Computer Science Education at an R1 University,RELEVANT,lower-computing,sequence students (ISS)
10.1109/IST64061.2024.10843532,Evaluating LLM-Generated Persian Questions for Teaching Conditional Programming Using Bloom’s Taxonomy,RELEVANT,lower-computing,teaching conditional programming
10.1109/FIE58773.2023.10343215,Developing Higher Education – Post-Pandemic – Influenced by AI,NOT_RELEVANT,,[N/A]
10.1109/COMPSAC57700.2023.00117,Investigating Code Generation Performance of ChatGPT with Crowdsourcing Social Data,RELEVANT,upper-computing,software engineering
10.1109/FIE61694.2024.10893102,Explore Public's Perspectives on Generative AI in Computer Science (CS) Education: A Social Media Data Analysis,RELEVANT,,[N/A]
10.1109/CI-NLPSoMeCompanion65206.2025.10977933,Assessing Personalized AI Mentoring with Large Language Models in the Computing Field,NOT_RELEVANT,,[N/A]
10.1109/ICTBIG64922.2024.10911129,DIP AI-Driven Architecture for Enhanced Project Management Using Large Language Models,NOT_RELEVANT,,[N/A]
10.1109/ICEIT64364.2025.10976127,Enhancing Teaching Quality Through LLM: An Experimental Study on Prompt Engineering,NOT_RELEVANT,,[N/A]
10.1109/IDAP64064.2024.10710677,The Language Model Revolution: LLM and SLM Analysis,NOT_RELEVANT,,[N/A]
10.1109/TSE.2025.3572094,Cross-Level Requirements Tracing Based on Large Language Models,NOT_RELEVANT,,[N/A]
10.1109/FIE61694.2024.10893585,Teachers' Development of Competence in Managing Generative AI Technology: Findings from a Qualitative Interview Series,NOT_RELEVANT,,[N/A]
10.1109/CSCE60160.2023.00173,ChatGPT as a Game-Changer for Embedding Emojis in Faculty Feedback,NOT_RELEVANT,,[N/A]
10.1109/ACCESS.2025.3576329,AutoTA: A Dynamic Intent-Based Virtual Teaching Assistant for Students Using Open Source LLMs,RELEVANT,upper-computing,Computer Incident Response
10.1109/ITHET61869.2024.10837667,Enhancing Short Answer Grading with OpenAI APIs,NOT_RELEVANT,,[N/A]
10.1109/ICCT-Pacific63901.2025.11012850,Athena: A GenAI-Powered Programming Tutor Based on Open-Source LLM,RELEVANT,lower-computing,programming learners
10.1109/EDUCON62633.2025.11016577,I-LEAD: A Digital-Intelligence-Powered Ecosystem for Innovation and Entrepreneurship Education,NOT_RELEVANT,,[N/A]
10.1109/TKDE.2022.3233046,ExamGAN and Twin-ExamGAN for Exam Script Generation,NOT_RELEVANT,,[N/A]
10.1109/ICSTW64639.2025.10962520,Evaluating Large Language Model Robustness using Combinatorial Testing,NOT_RELEVANT,,[N/A]
10.1109/FIE61694.2024.10893499,ChatGPT vs. Gemini: Comparative Evaluation in Cybersecurity Education with Prompt Engineering Impact,RELEVANT,upper-computing,[cybersecurity education]
10.1109/ACCESS.2023.3268224,Exploring Students’ Perceptions of ChatGPT: Thematic Analysis and Follow-Up Survey,RELEVANT,upper-computing,[computer engineering program]
10.1109/ACCESS.2024.3360863,Data Augmentation and Preparation Process of PerInfEx: A Persian Chatbot With the Ability of Information Extraction,NOT_RELEVANT,,[N/A]
10.1109/IATMSI60426.2024.10502959,Ikigai: Artificial Intelligence-Based Virtual Desktop Assistant,NOT_RELEVANT,,[N/A]
10.1109/ACCESS.2024.3397775,"Advancements in Generative AI: A Comprehensive Review of GANs, GPT, Autoencoders, Diffusion Model, and Transformers",NOT_RELEVANT,,[N/A]
10.1109/EDUCON60312.2024.10578917,ChatGPT Has Eaten My Assignment: A Student-Centric Experiment on Supervising Writing Processes in the AI Era,NOT_RELEVANT,,[N/A]
10.1109/CCET62233.2024.10838104,Assessment of Machine Translation in Addressing Communication Barriers on the Perception of College Students,NOT_RELEVANT,,[N/A]
10.1109/ICAISC64594.2025.10959426,Generative AI in Computer Science Education: Insights from Topic Modeling and Text Network Analysis,RELEVANT,,[N/A]
10.1109/FIE58773.2023.10342963,Affective Computing: A Topic-Based SER Approach on Collaborative Discussions in Academic Setting,NOT_RELEVANT,,[N/A]
10.1109/TLT.2025.3537618,Transforming Education With Generative AI (GAI): Key Insights and Future Prospects,NOT_RELEVANT,,[N/A]
10.1109/CSCI62032.2023.00268,Student Mastery or AI Deception? Analyzing ChatGPT's Assessment Proficiency and Evaluating Detection Strategies,RELEVANT,lower-computing,"[CS1, CS2]"
10.1109/LAD62341.2024.10691721,LLM-aided explanations of EDA synthesis errors,RELEVANT,upper-computing,[digital design]
10.1109/FIE61694.2024.10892995,WIP: Generative AI as an Instructional Resource in a Computer Science Ethics Course,RELEVANT,upper-computing,[computer science ethics course]
10.1109/ACCESS.2024.3420709,MCQGen: A Large Language Model-Driven MCQ Generator for Personalized Learning,NOT_RELEVANT,,[N/A]
10.1109/ICIMCIS60089.2023.10349057,"A Glimpse of chatGPT: An Introduction of Features, Challenges, and Threads in Higher Education",NOT_RELEVANT,,[N/A]
10.1109/ACCESS.2025.3568171,Improving Student Learning Outcome Tracing at HBCUs Using Tabular Generative AI and Deep Knowledge Tracing,NOT_RELEVANT,,[N/A]
10.23919/SoftCOM62040.2024.10722016,Supporting Academic Teaching with Integrating AI in Learning Management Systems: Introducing a Toolchain for Students and Lecturers,NOT_RELEVANT,,[N/A]
10.1109/CEI60616.2023.10527886,The Potential of Large Language Models as Tools for Analyzing Student Textual Evaluation: A Differential Analysis Between CS and Non-CS Students,NOT_RELEVANT,,[N/A]
10.1109/EDUCON62633.2025.11016446,Generative AI for Education: A Retrieval-Augmented System for Effective Feedback in Self-Assessment,NOT_RELEVANT,,[N/A]
10.1109/EDUCON62633.2025.11016571,Exploring the Role of Large Language Models as Artificial Tutors,RELEVANT,lower-computing,[Computational Thinking course]
10.1109/ICCEBS58601.2023.10448947,Advancing Digital Transformation in Indian Higher Education Institutions,NOT_RELEVANT,,[N/A]
10.1109/CANDO-EPE65072.2024.10772819,The Emergence of Artificial Intelligence in Education and its Impact on Individual Literacy in Higher Education,NOT_RELEVANT,,[N/A]
10.1109/FiCloud62933.2024.00024,Hybrid Platforms for IoT in the Classroom – A Competency Analysis and Performance Evaluation,NOT_RELEVANT,,[N/A]
10.1109/MILCOM61039.2024.10773849,5G Specifications Formal Verification with Over-the-Air Validation: Prompting is All You Need,NOT_RELEVANT,,[N/A]
10.1109/EDUCON60312.2024.10578646,AI-Based Research Companion (ARC): An Innovative Tool for Fostering Research Activities in Undergraduate Engineering Education,RELEVANT,upper-computing,[undergraduate engineering education]
10.1109/APSIPAASC58517.2023.10317226,Revolutionizing Formative Assessment in STEM Fields: Leveraging AI and NLP Techniques,NOT_RELEVANT,,[N/A]
10.1109/CSCE60160.2023.00189,Plagiarism in Entry-Level Computer Science Courses Using ChatGPT,RELEVANT,lower-computing,level computer science courses]
10.1109/InCIT63192.2024.10810629,The Efficiency of ChatGPT Vs Google Against Self-Learning of Undergraduate Students,NOT_RELEVANT,,[N/A]
10.1109/CIEES62939.2024.10811263,Using Large Language Models for Students’ Essays Plagiarism Detection,NOT_RELEVANT,,[N/A]
10.1109/ICMMT61774.2024.10672225,ChatGPT as an Artificial Intelligence (AI) Tool for Assisting Undergraduate Talent Cultivation Program in Major of Microelectronic Science and Engineering,RELEVANT,upper-computing,[Microelectronic Science and Engineering]
10.1109/ICAECT60202.2024.10469472,Empirical Evaluation of Large Language Models in Resume Classification,NOT_RELEVANT,,[N/A]
10.1109/EDUCON62633.2025.11016469,"Generative AI as a Catalyst for Transforming Transnational Engineering Education: Opportunities, Challenges, and Future Directions",NOT_RELEVANT,,[N/A]
10.1109/ISMAR62088.2024.00026,DataliVR: Transformation of Data Literacy Education through Virtual Reality with ChatGPT-Powered Enhancements,NOT_RELEVANT,,[N/A]
10.1109/EDUCON60312.2024.10578883,AI Asyet Another Tool in Undergraduate Student Projects: Preliminary Results,RELEVANT,upper-computing,computer interaction]
10.1109/EDUCON62633.2025.11016572,The Responsible Development of Automated Student Feedback with Generative AI,NOT_RELEVANT,,[N/A]
10.1109/ISEC61299.2024.10665196,Assessing the Impact of Professional Development on K-12 CS Education: A One-Year Follow-Up Survey Analysis,NOT_RELEVANT,,[N/A]
10.1109/TALE62452.2024.10834357,Revealing Vocational Training on Achieving UN’s Sustainable Development Goals: Analysis Through Machine Learning,NOT_RELEVANT,,[N/A]
10.1109/NextComp63004.2024.10779794,Using GPT-4 to Tutor Python Programming in Shona and Ndebele in Zimbabwe,RELEVANT,lower-computing,[Python Programming]
10.1109/ICSTW58534.2023.00078,ChatGPT and Software Testing Education: Promises & Perils,RELEVANT,upper-computing,[software testing]
10.1109/FIE61694.2024.10892932,First-Year Engineering Students' Expertise and Trust in GenAl,RELEVANT,lower-computing,year engineering courses]
10.1109/AIRoSIP58759.2023.10873911,Knowledge Acquisition from Student Lecture Reflection Data: Leveraging Large Language Models and Tacit Knowledge,NOT_RELEVANT,,[N/A]
10.1109/EMR.2025.3577913,Application of Gemini in Public Health Amid the Artificial Intelligence Era,NOT_RELEVANT,,[N/A]
10.1109/FIE58773.2023.10343337,Work in Progress: Safeguarding Authenticity: Strategies for Combating AI-Generated Plagiarism in Academia,RELEVANT,lower-computing,[STEM writing assessment]
10.1109/ICSA-C63560.2024.00059,State of Practice: LLMs in Software Engineering and Software Architecture,RELEVANT,upper-computing,[Software Engineering]
10.1109/BigData62323.2024.10825051,Dynamic Intelligence Assessment: Benchmarking LLMs on the Road to AGI with a Focus on Model Confidence,NOT_RELEVANT,,[N/A]
10.1109/AAIAC60008.2023.10465435,Using GPT-4 to Tutor Java Programming in Amharic,RELEVANT,lower-computing,[Java Programming]
10.1109/ISCID59865.2023.00024,How important is Trust: Exploring the Factors Influencing College Students' Use of Chat GPT as a Learning Aid,RELEVANT,lower-computing,[General Learning Aid]
10.1109/ACCESS.2025.3570649,"Transforming Education With Large Language Models: Trends, Themes, and Untapped Potential",RELEVANT,upper-computing,[Computer Science Education]
10.1109/TNNLS.2024.3501335,SinKD: Sinkhorn Distance Minimization for Knowledge Distillation,NOT_RELEVANT,,[N/A]
10.1109/ITHET61869.2024.10837662,Analyzing Communication Logs in Pair Programming: A Comparison of Human- and LLM-Based Approaches,RELEVANT,upper-computing,[Pair Programming]
10.1109/ESIC60604.2024.10481602,Detection of AI-Generated Text Using Large Language Model,NOT_RELEVANT,,[N/A]
10.1109/TSE.2024.3519464,Look Before You Leap: An Exploratory Study of Uncertainty Analysis for Large Language Models,NOT_RELEVANT,,[N/A]
10.1109/ACCESS.2024.3383020,Advancing Tinnitus Therapeutics: GPT-2 Driven Clustering Analysis of Cognitive Behavioral Therapy Sessions and Google T5-Based Predictive Modeling for THI Score Assessment,NOT_RELEVANT,,[N/A]
10.1109/EDUCON62633.2025.11016290,Leveraging AI Chatbots to Enhance Student Understanding of Electric Circuits,RELEVANT,lower-computing,[Introductory Electric Circuits]
10.1109/ICEET65156.2024.10913535,Cloud SecNavigator: RAG Approach to Bridge Gaps and Strengthen Cloud Security Practices with RAGAS Assessment,NOT_RELEVANT,,[N/A]
10.1109/TETCI.2024.3502465,Benchmarking Medical LLMs on Anesthesiology: A Comprehensive Dataset in Chinese,NOT_RELEVANT,,[N/A]
10.1109/AIRC61399.2024.10672220,When the Robotic Maths Tutor is Wrong - Can Children Identify Mistakes Generated by ChatGPT?,RELEVANT,lower-computing,[Primary School Mathematics]
10.1109/FIE61694.2024.10893514,WIP: Supporting Student Understanding of Finite Element Analysis and Computational Science: Classroom Scaffolding and ChatGPT,RELEVANT,upper-computing,[Finite Element Analysis]
10.1109/TALE56641.2023.10398408,Grading Generative AI-based Assignments Using a 3R Framework,RELEVANT,upper-computing,[Programming Assignments]
10.1109/AEECA62331.2024.00124,GPTutor: A Generative AI-powered Intelligent Tutoring System to Support Interactive Learning with Knowledge-Grounded Question Answering,RELEVANT,upper-computing,[Interactive Learning with ITS]
10.1109/ICARC61713.2024.10499744,Factors Affecting the Effectiveness of Generative Artificial Intelligence Apps on University Students' Programming Language Learning in Sri Lanka: A Systematic Literature Review,RELEVANT,lower-computing,[undergraduate programming language learning]
10.1109/VRW62533.2024.00266,First Steps in Constructing an AI-Powered Digital Twin Teacher: Harnessing Large Language Models in a Metaverse Classroom,NOT_RELEVANT,,[N/A]
10.1109/IIPEM62726.2024.10925748,A Novel LLM enabled Code Snippet Generation Framework,NOT_RELEVANT,,[N/A]
10.1109/TLT.2024.3392830,A Human-Centered Learning and Teaching Framework Using Generative Artificial Intelligence for Self-Regulated Learning Development Through Domain Knowledge Learning in K–12 Settings,NOT_RELEVANT,,[N/A]
10.1109/TLT.2024.3464560,Investigating the Efficacy of ChatGPT-3.5 for Tutoring in Chinese Elementary Education Settings,NOT_RELEVANT,,[N/A]
10.1109/ICITDA60835.2023.10427187,Usability Testing of ChatGPT Website as a Medium for Task Collaboration Using the System Usability Scale Method (SUS),NOT_RELEVANT,,[N/A]
10.1109/ACCESS.2024.3521945,Navigating the Ethical Terrain of AI-Generated Text Tools: A Review,NOT_RELEVANT,,[N/A]
10.1109/EDUCON60312.2024.10578855,Unveiling the Impact of Large Language Models on Student Learning: A Comprehensive Case Study,RELEVANT,lower-computing,[computer programming assignments]
10.1109/DEMOcon63027.2024.10747947,Generative Artificial Intelligence Driving More Efficient and Effective Course Optimizations,NOT_RELEVANT,,[N/A]
10.1109/EDUCON62633.2025.11016479,Generative AI in Undergraduate Classrooms: Lessons from Implementing a Customized GPT Chatbot for Learning Enhancement,RELEVANT,upper-computing,[Data and Computer Communications Networks]
10.1109/FIT60620.2023.00047,Exploring the potential of large-language models (LLMs) for student feedback sentiment analysis,NOT_RELEVANT,,[N/A]
10.1109/CAI59869.2024.00223,Scaffolding Language Learning via Multi-modal Tutoring Systems with Pedagogical Instructions,NOT_RELEVANT,,[N/A]
10.1109/BigData59044.2023.10386291,Large Language Models in Education: Vision and Opportunities,NOT_RELEVANT,,[N/A]
10.1109/ICSE-NIER66352.2025.00028,LLMs as Evaluators: A Novel Approach to Commit Message Quality Assessment,RELEVANT,upper-computing,[software engineering]
10.1109/INISTA62901.2024.10683837,"Evaluating the Performance of Large Language Models in Competitive Programming: A Multi-Year, Multi-Grade Analysis",RELEVANT,upper-computing,[competitive programming]
10.1109/ICEED62316.2024.10923798,Fostering Personalized Learning in Data Science: Integrating Innovative Tools and Strategies for Diverse Pathways,NOT_RELEVANT,,[N/A]
10.1109/BigSurv59479.2023.10486710,Seeing ChatGPT Through Students’ Eyes: An Analysis of TikTok Data,NOT_RELEVANT,,[N/A]
10.1109/FIE61694.2024.10893324,AI Can Help Instructors Help Students: An LLM-Supported Approach to Generating Customized Student Reflection Responses,NOT_RELEVANT,,[N/A]
10.1109/ICAI63388.2024.10851491,A Comparative Analysis of Generative AI Models for Improving Learning Process in Higher Education,RELEVANT,upper-computing,[computer science courses]
10.1109/FIE61694.2024.10893117,AI Generated Code Plagiarism Detection in Computer Science Courses: A Literature Mapping,RELEVANT,lower-computing,[introductory programming courses]
10.1109/EDUCON62633.2025.11016587,Deploying Language Model-Based Assessment Support Technology in a Computer Science Degree: How Do the Academics Feel About It?,RELEVANT,lower-computing,[undergraduate computer science degree]
10.1109/EDUCON62633.2025.11016372,Decoding Student Approaches: Navigating Complex Open-Ended Engineering Problems with Large Language Models,NOT_RELEVANT,upper-computing,[engineering courses]
10.1109/ACCESS.2023.3325741,Exercise Generation and Student Cognitive Ability Research Based on ChatGPT and Rasch Model,RELEVANT,upper-computing,[university operating systems]
10.1109/ICALT61570.2024.00040,Shaping Programming and Data Science Education: Insights from GenAI Technical Book Trends,RELEVANT,upper-computing,[programming and data science education]
10.1109/EDUCON62633.2025.11016653,Harnessing Multi-Agent LLMs for Complex Engineering Problem-Solving: A Framework for Senior Design Projects,RELEVANT,upper-computing,[senior design projects in engineering and computer science]
10.1109/FIE61694.2024.10893159,AI Literacy for All: Adjustable Interdisciplinary Socio-technical Curriculum,NOT_RELEVANT,,[AI literacy curriculum]
10.1109/ICDMW65004.2024.00045,Foundation Models for Course Equivalency Evaluation,NOT_RELEVANT,,[course equivalency evaluation]
10.1109/TLT.2025.3526582,Data Augmentation for Sparse Multidimensional Learning Performance Data Using Generative AI,NOT_RELEVANT,,[data augmentation in ITS]
10.1109/EDUCON60312.2024.10578821,The Postgraduate Student Perspective on Academic Misconduct in the Era of Essay Mills and Generative AI: A Case Study from Northeast England,NOT_RELEVANT,,[academic misconduct]
10.1109/FIE61694.2024.10893028,WIP Productive Uses of Generative AI: Preliminary Findings from an Electrical and Computer Engineering Capstone Course,RELEVANT,upper-computing,[electrical and computer engineering capstone course]
10.1109/ICMLA61862.2024.00187,Evaluating the Efficacy of Large Language Models in Automating Academic Peer Reviews,NOT_RELEVANT,,[academic peer reviews]
10.1109/FIE58773.2023.10343189,On the Challenges and Opportunities of Using ChatGPT in Academia,RELEVANT,upper-computing,[engineering and computer science]
10.1109/AICS60730.2023.10470521,ChatPapers: An AI Chatbot for Interacting with Academic Research,NOT_RELEVANT,,[academic research interaction]
10.1109/IITCEE64140.2025.10915427,Quantales: Bridging Realms with Quantum Generative Adversarial Networks and Transformers in Educational Content Creation,NOT_RELEVANT,,[educational content creation]
10.1109/CAI59869.2024.00133,Human-Generative AI Collaborative Problem Solving Who Leads and How Students Perceive the Interactions,RELEVANT,lower-computing,solving tasks]
10.1109/TITS.2025.3571213,Methodology and Benchmark for Automated Driving Theory Test of Large Language Models,NOT_RELEVANT,,[autonomous driving theory test]
10.1109/TSE.2023.3334955,An Empirical Evaluation of Using Large Language Models for Automated Unit Test Generation,NOT_RELEVANT,upper-computing,[automated unit test generation]
10.1109/BTS-I2C63534.2024.10942198,Analyzing Student Ethical Perception on ChatGPT Usage in Indonesian Higher Education,NOT_RELEVANT,,[ethical perception in higher education]
10.1109/TALE56641.2023.10398310,Designing Worksheet for Using ChatGPT: Towards Enhancing Information Retrieval and Judgment Skills,RELEVANT,lower-computing,[computer science courses]
10.1109/EDUNINE60625.2024.10500634,Reflection on the use of Generative Language Models as a Tool for Teaching Design,NOT_RELEVANT,,[design education]
10.1109/INFOTEH57020.2023.10094133,Use of ChatGPT in ESP Teaching Process,NOT_RELEVANT,,[N/A]
10.1109/EDUCON60312.2024.10578748,A Strategy for AI-Supplemented Teaching and Learning,RELEVANT,upper-computing,[master program in Computer Science]
10.1109/EDUCON60312.2024.10578789,Work in Progress: Empowering Engineering Education With ChatGPT: A Dive into the Potential and Challenges of Using AI for Tutoring,RELEVANT,lower-computing,[introductory programming course]
10.1109/ACCESS.2024.3461874,"The Generative AI Landscape in Education: Mapping the Terrain of Opportunities, Challenges, and Student Perception",NOT_RELEVANT,,[N/A]
10.1109/COMPSAC61105.2024.00027,Detecting LLM-Generated Text in Computing Education: Comparative Study for ChatGPT Cases,RELEVANT,,"[N/A] (The paper involves computer science students, but it does not specify a particular course.)"
10.1109/IISEC56263.2022.9998298,A Research On The New Generation Artificial Intelligence Technology Generative Pretraining Transformer 3,NOT_RELEVANT,,[N/A]
10.1109/EDUCON62633.2025.11016556,Engaging Students in Scientific Writing: The STRaWBERRY Checklist Framework with LLM-based Paper Draft Assessment,NOT_RELEVANT,,[N/A]
10.1109/ICCIAA65327.2025.11013578,Design and Implementation of a Comprehensive RAG-Driven Dashboard Within the ILO System for Data Visualization and Query Support: A Case Study of the University of Petra,NOT_RELEVANT,,[N/A]
10.1109/ICET62460.2024.10869067,EduGuard-LLM: An AI-Generated Content Detector Using Large Language Models for Safeguarding Educational Integrity,NOT_RELEVANT,,[N/A]
10.1109/ICSR66718.2025.00014,Porting an LLM based Application from ChatGPT to an On-Premise Environment,NOT_RELEVANT,,[N/A]
10.1109/FIE61694.2024.10892969,Avoiding ‘Sinking the Boat’ While not ‘Missing the Boat’: K-12 Leaders' Early-on Perspectives of AI Risks and Benefits and Their Implications for Developers,NOT_RELEVANT,,[N/A]
10.1109/ICAMAC62387.2024.10828756,Harnessing AI for Personalized Academic Major Recommendations An Application of Large Language Models in Education,NOT_RELEVANT,,[N/A]
10.1109/EDUNINE62377.2025.10981346,Workshop: Transforming Student Interaction through Building Educational Chatbots in Engineering and Computing,RELEVANT,,"[N/A] (The paper involves creating educational chatbots for courses, but it does not specify a particular course.)"
10.1109/TLT.2023.3324714,Unleashing ChatGPT's Power: A Case Study on Optimizing Information Retrieval in Flipped Classrooms via Prompt Engineering,RELEVANT,lower-computing,[flipped classroom for novice undergraduates]
10.1109/SIEDS65500.2025.11021219,Developing an AI-Driven NC Programming Assistant: A Productive Failure Approach in CNC Education,RELEVANT,upper-computing,[machining course]
10.1109/ACCESS.2025.3549309,LLM-CDM: A Large Language Model Enhanced Cognitive Diagnosis for Intelligent Education,NOT_RELEVANT,,[N/A]
10.1109/EDUCON62633.2025.11016545,"Electrical and Computer Engineering Freshmen and Generative AI: Awareness, Attitudes, and Ethics",RELEVANT,lower-computing,[Communication in the Engineering Sciences]
10.1109/EDUCON62633.2025.11016518,Engineering Educators' Perspectives on the Impact of Generative AI in Higher Education,NOT_RELEVANT,,[N/A]
10.1109/ICSE-NIER66352.2025.00007,SolSearch: An LLM-Driven Framework for Efficient SAT-Solving Code Generation,RELEVANT,upper-computing,solving strategies in software engineering]
10.1109/AI2E64943.2025.10983252,Accelerate Learning with AI Powered Quiz Master Using Llama LLM,NOT_RELEVANT,,[N/A]
10.1109/RITA.2025.3565180,Enhancing Research Capabilities in Teaching and Learning: The Transformative Impact of ChatGPT,NOT_RELEVANT,,[N/A]
10.1109/EDUNINE62377.2025.10980840,Plenary: Enhancing Engineering Education: Integrating Generative AI Tools,RELEVANT,upper-computing,[software engineering]
10.1145/3639477.3639720,Assessing LLMs for High Stakes Applications,NOT_RELEVANT,,[N/A]
10.1109/VL/HCC60511.2024.00051,Towards Effective Validation and Integration of LLM-Generated Code,RELEVANT,upper-computing,[computer science education]
10.1109/TSE.2024.3470333,Multitask-Based Evaluation of Open-Source LLM on Software Vulnerability,NOT_RELEVANT,,[N/A]
10.1109/ICMLA58977.2023.00259,A Study on the Vulnerability of Test Questions against ChatGPT-based Cheating,NOT_RELEVANT,,[N/A]
10.1109/IECA62822.2024.00038,Application Research of Generative Artificial Intelligence Technology in the Design and Art Course Teaching,NOT_RELEVANT,,[N/A]
10.1109/ACCESS.2024.3400164,Revolutionizing Higher Education: Unleashing the Potential of Large Language Models for Strategic Transformation,NOT_RELEVANT,,[N/A]
10.1109/EDUCON62633.2025.11016490,"Trust in and Adoption of Generative AI in University Education: Opportunities, Challenges, and Implications",NOT_RELEVANT,,[N/A]
10.1109/BigData62323.2024.10825124,Can GPT-4 Think Computationally about Digital Archival Tasks? – Part 2,NOT_RELEVANT,,[N/A]
10.1109/TALE62452.2024.10834324,Course Recommendation System Based on Course Knowledge Graph Generated by Large Language Models,NOT_RELEVANT,,[N/A]
10.1109/FIE61694.2024.10893017,"Misconceptions, Pragmatism, and Value Tensions: Evaluating Students' Understanding and Perception of Generative AI for Education",RELEVANT,upper-computing,[information technology]
10.1109/ICCUBEA61740.2024.10774819,Generative AI in Education: A Bibliometric and Thematic Analysis,NOT_RELEVANT,,[N/A]
10.1109/FIE58773.2023.10343467,Generative AI in Computing Education: Perspectives of Students and Instructors,RELEVANT,upper-computing,[computing education]
10.1109/TVCG.2024.3456145,Fine-Tuned Large Language Model for Visualization System: A Study on Self-Regulated Learning in Education,NOT_RELEVANT,,[N/A]
10.1109/ISDFS65363.2025.11012071,"Bibliometric Analysis in AI Assistant for e-learning to Focus Students by Using Camera, Keyboard and Mouse",NOT_RELEVANT,,[N/A]
10.1109/ICSME58944.2024.00082,Take Loads Off Your Developers: Automated User Story Generation using Large Language Model,RELEVANT,upper-computing,[software engineering]
10.1109/CSCI62032.2023.00276,Leveraging LLMs and MLPs in Designing a Computer Science Placement Test System,RELEVANT,lower-computing,[introductory computer science]
10.1109/EDUCON62633.2025.11016312,Integrating Generative AI Into Design Thinking: Assessing Impact on Creativity and Innovation in STEM Education,NOT_RELEVANT,,[N/A]
10.1109/AIIoT58121.2023.10174472,Artificial Intelligence-Assisted Discovery Learning: An Educational Experience for Entrepreneurship Students Using ChatGPT,NOT_RELEVANT,,[N/A]
10.1109/CSTE62025.2024.00032,Generative AI in Higher Art Education,NOT_RELEVANT,,[N/A]
10.1145/3639478.3641226,Program Decomposition and Translation with Static Analysis,NOT_RELEVANT,,[N/A]
10.26599/TST.2024.9010089,A Privacy Policy Text Compliance Reasoning Framework with Large Language Models for Healthcare Services,NOT_RELEVANT,,[N/A]
10.1109/ICET59790.2023.10435040,AI Perspectives in Education: A BERT-based Exploration of Informatics Students’ Attitudes to ChatGPT,RELEVANT,upper-computing,[informatics]
10.1109/ICICT62343.2024.00060,Improving Source Code with Assistance from AI — A Pilot Case Study with ChatGPT,RELEVANT,upper-computing,"[scientific programming, algorithms]"
10.1109/ACCESS.2025.3535618,From Queries to Courses: SKYRAG’s Revolution in Learning Path Generation via Keyword-Based Document Retrieval,NOT_RELEVANT,,[N/A]
10.1109/ICDTIE65977.2024.00012,Enhancing University Students' ESG Competencies Through “Artificial Intelligence + Education”-A Case Study of ChatGPT,NOT_RELEVANT,,[N/A]
10.1109/FIE58773.2023.10342976,Beyond Question Shuffling: Randomization Techniques in Programming Assessment,RELEVANT,lower-computing,[programming assessments]
10.1109/EDUCON52537.2022.9766649,Work-in-Progress: Computing Sentence Similarity for Short Texts using Transformer models,NOT_RELEVANT,,[N/A]
10.1109/ICITR64794.2024.10857758,Large Language Model-Based Student Intent Classification for Intelligent Tutoring Systems,NOT_RELEVANT,,[N/A]
10.1109/ICDLE63439.2024.00010,From Learners to Contributors: Redefining Bachelor's and Master's Theses in the Context of Generative AI Tools,RELEVANT,upper-computing,[engineering studies]
10.23919/CNSM62983.2024.10814636,Generating Commit Messages for Configuration Files in 5G Network Deployment Using LLMs,NOT_RELEVANT,,[N/A]
10.1109/ICALTER61411.2023.10372877,School evaluation and artificial intelligence,NOT_RELEVANT,,[N/A]
10.1109/MIPRO60963.2024.10569759,Using ChatGPT for the Development of Critical Thinking in Youth: Example of Inequality Proof,RELEVANT,upper-computing,service mathematics teachers]
10.1109/JBHI.2024.3470338,LLM-Enhanced Multi-Teacher Knowledge Distillation for Modality-Incomplete Emotion Recognition in Daily Healthcare,NOT_RELEVANT,,[N/A]
10.1109/ICACCTech61146.2023.00016,Possibilities and Pitfalls of Generative Pre-Trained Transformers in Healthcare,NOT_RELEVANT,,[N/A]
